,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
2021,你有在看第七届世界军人运动会吗？,不知道诶，我最近都没有关注这个。,25日晚在武汉上演了一场男篮半决赛呢，一共有10支队伍参加。,真的吗，篮球赛我还挺感兴趣的。,是啊，你知道八一男篮吗？,没有，我知道上海男篮，哈哈。,这次八一男篮对战的是陶宛男篮。,怎么样啊，赢了吗？,没有，八一男篮一67:70输给了陶宛男篮，与冠军无缘喽。,可惜了，也没有差多少分。
2022,真的吗，篮球赛我还挺感兴趣的。,是啊，你知道八一男篮吗？,没有，我知道上海男篮，哈哈。,这次八一男篮对战的是陶宛男篮。,怎么样啊，赢了吗？,没有，八一男篮一67:70输给了陶宛男篮，与冠军无缘喽。,可惜了，也没有差多少分。,是的，这下八一男篮要和巴西队争夺铜牌了。,那我这次一定要看看去。,可以的。
2023, , ,嗨，你好。,你好呀！,你平时喜欢篮球吗？你有在关注在武汉举行的军运篮球赛吗？,没有，我平时都没怎么看这些比赛，偶尔会在微博上看看花边新闻。,好吧，不过我觉得这场比赛还是很精彩的，中国八一男篮输给了立陶宛男篮。,比分是多少啊？哈哈我都不认识这两个球队。,比分是67:70，比分差距还是不大的，立陶宛男篮是一个欧洲的老牌队。,好吧，那两个球队的实力还是拆局不大的，这一场球赛肯定打的紧张激动人心啊。
2024, , ,"哈喽,你好!",你好!,"同学你手里拿着足球,你是要是踢足球吗?","对的,今天不是星期五,操场上没多少人,就想去踢会.","哦哦,是这样呀,那我可以参加一个不.","当然可以,反正我也是一个人踢,你也是足球爱好者吗?","是呀,我非常喜欢踢足球,就是一天没人和我踢.","哦哦,原来是这样,那你可以要等我一下,因为我想热个身."
2025, , ,嗨！你刚才打球打的不错啊！,谢谢，你打的也很棒啊！,你是咱们学校乒乓球队的吗？,没有，没有。我也就是个业余爱好而已。,你刚才的打法和樊振东有点相似啊。,哈哈，被你看出来了。,你是平时喜欢关注樊振东的吗？,对啊，我经常看他的动作和技巧来学习的。
2026, , ,你好啊,你好。,你知道前段时间林俊杰去医院吊水针头被售卖的事情吗？,不知道啊，这么恐怖的吗？,是啊，谁能想到哦，还是护士拿去卖的好像。,这医护人员怎么一点职业道德都没有啊，医疗废物怎么能卖呢。,嗯嗯，那个医务人员朋友圈直接发的，提供林俊杰带血的针头，简直不可思议。,这些人怎么想的啊，现在的明星太难做了。
2027,嗯嗯，那个医务人员朋友圈直接发的，提供林俊杰带血的针头，简直不可思议。,这些人怎么想的啊，现在的明星太难做了。,是啊，更过分的是有一群医护人员轮流滚林俊杰睡过的床单。,感觉好变态的样子，就算平时没见过明星也不用这样吧。,最近还有一个事情，就是莫文蔚原味房你知道吗？,不知道啊，这又是怎么回事啊？,就是莫文蔚住过的酒店啊，直接说还有她的余温8800一晚，用过的东西都可以带走。,这是什么魔鬼营销啊，太变态了吧，这真的是明星不要人权的吗。,我感觉在这种情况真的可以告这家酒店了。,是啊，这个能告肯定要告啊，为了赚钱简直不择手段了。
2028, , ,嗨！你刚才打球打的不错啊！,谢谢，你打的也很棒啊！,你是咱们学校乒乓球队的吗？,没有，没有。我也就是个业余爱好而已。,你刚才的打法和陈梦有点相似啊。,哈哈，被你看出来了。,你是平时喜欢关注陈梦的吗？,对啊，我很喜欢她。经常看她的动作和技巧来学习的。
2029,对啊，我很喜欢她。经常看她的动作和技巧来学习的。,对了，你看她在国际乒联的比赛上嘛，太棒了。,看了呀！属于正常发挥嘛~,嘿嘿，确实，咱们国家队的实力一直都是毋庸置疑的，哈哈。,你听说过在国际乒联上广为流传的一句话吗？,不知道啊，哪一句话啊？,就是乒乓球分为四个等级，简单，困难，地狱，中国队。,哈哈哈哈，太好玩了，说明我们国家队的实力强啊！,是啊，他们别的国家看到中国的乒乓球队都害怕，哈哈。,作为中国人我太自豪了，哈哈哈。
2030, , ,哈喽。,哈喽。,你最近有关注乒乓球比赛嘛？,没有哎，我不是很喜欢看比赛哈哈，但是平时会自己打球。,这样啊，我还蛮喜欢看比赛的哈哈。,哈哈，我之前听人家说全国冠军最难拿，世界冠军都好拿呢。,是啊，乒乓球队的目标永远都是冲出亚洲，外面没有世界了。,公园的老大爷乒乓球打的都比我好哈哈。
2031, , ,嗨，你好。,你好。,你看昨晚的国际乒联瑞典公开赛了吗？,没有，昨晚加班回家太晚就直接睡觉了。,女单和男单又是冠军，陈梦在前四局落后的情况下连扳三局夺冠。,我发现中国有很多球员都是前面发挥的不好，后面找回状态了逆袭。,对，男单也很厉害决赛还是国乒选手的内战。,这打着就没啥悬念了，反正季军冠军都是我们中国的。
2032, , ,哈喽。,你好。,你看过巨鳄风暴这部电影吗？,没有哎，但是听起来挺刺激的样子，是讲什么的啊？,惊悚恐怖片啊，还是蛮好看的哈哈，就是讲飓风引发洪水，然后水下还有巨型鳄鱼。,哇，听起来很好看的样子哈哈，我有时间就去看吧。,嗯嗯，还行吧，就是主角光环有点重哈哈。,现在不都是这样吗，灾难片什么的主角就算再怎么作死都不会有事的。
2033,你好啊!,下午好!,你也喜欢在爱奇艺平台上看电影吗?,嗯，我比较喜欢爱奇艺这个平台，所以在爱奇艺还开了个VIP看电影呢。,好巧啊，我也喜欢看电影只是不喜欢在爱奇艺上看而已。最近你看《巨鳄风暴》这部电影了吗？,没有啊，怎么了这个我也看到过。是国产电影还是外国的电影啊？,美国的电影啊，你不觉得美国的电影很不错吗？,确实，我也比较喜欢看好莱坞之类的电影，比国产好点点。,你知道是什么题材的电影吗？这个可是个大片啊！,不知道，你说下嘛。我那天去看看好不好看。
2034,我在玩游戏呢！嘿嘿,我在看足球赛呢！真的太刺激了。,是吗？哪个队在踢啊？是nba的吗？,是啊，是公牛队和火箭队啊。,哎，你听说最近那个火箭队的负面新闻了吗？,没有啊，说来给哥听听。,就是那个火箭队的总经理发表不当言论的那个啊！,啊，咋这样啊，我之前还挺喜欢火箭队的啊。,是啊，我之前也挺喜欢的，现在脱粉了，哈哈哈。,这样确实，又不尊重我们国家，不配让我们当他的粉丝！
2035, , ,你好,你好！,你关注过最近NBA的新闻吗？,不知道你具体说的是什么新闻。,莫雷发布不当的涉港问题的言论啊，这个事情闹这么大。,哦哦，这个我知道。对他管理的火箭队影响很大啊，甚至是整个NBA联盟。,是呀，凯尔特人的布朗都出来说话了，说话要建立在尊重的基础上，即使不赞同，也应该理解。,对啊，况且这是我们的内部问题，不需要外人来干涉的。
2036,那可是好几年前的事了，是真爱了，他们的专辑你肯定都买了吧？,嗯嗯，那肯定的，这一次他们发布了新的专辑，我也准备买来听一听。,他们还发布了一个VCR从他们成立发展到现在的事情。,我搜了那个视频来看了，确实挺有感触的。,那次他们在红磡的演唱会你去了吗？,说起这件事就特别的可惜，我有工作没有去成。,哈哈，以后还有机会的。,只一次的主办方送的礼物太有意思了，一副拳套。,对呀，太社会了，寓意也非常的粗暴。,哈哈确实，哎姐，我到站了，我得走了拜拜。
2037, , ,你好呀！,嗨，你好。,现在很多人有钱或者去国外读书安家都移民了，你对这个事情有什么看法吗？,没什么呀，自己有自己的生活方式嘛，不过我很爱国，这辈子我都不想移民哈哈。,我也是，不过现在美国总统特朗普说，部分的人移民提供证明可以承担医药费。,部分人？穷人还是富人啊？这感觉有点歧视的感觉呢。,我也觉得，不过就是歧视和间接性的阻止穷人移民，这样连医疗费都付不起。,是啊，不过我觉得现在中国这么好，没想明白为什么要移民，很有面子嘛！
2038,就比如说我哈哈，而且美国没有对老人小孩的一些保险，没有中国的完善。,在美国好像健康这个东西很重要，而且在美国买健康险应该价格不便宜吧。,是的，不过既然想移民就要有一定的经济基础嘛，不然也是受罪。,是的你说的很对，我前段时间看到一个留学生剪头发都不敢去剪，因为贵啊！,那你没有考虑以后去留学或者移民嘛？,没有哈哈，英语不行而且我不想离开中国，中国挺好的，这里才是我的祖国呀。,那你平时无聊的时候都喜欢做些什么事情啊？你会看电视剧吗？,会啊，我现在就在追《庆余年》，《精英律师》真的好好看啊。,那我有时间也去看看，我还有事先走了拜拜。,好的拜拜。
2039, , ,哇塞，我们国家的科技发展也迅速了吧！,这是什么让你发出这样的感叹？,你有看最近嫦娥四号登月的新闻了吗？,还没有呢，之前不久已经登过了吗？,是吗，真厉害。,对的，而且是自主研发的技术，通过研究数据实现精准着陆。,这项研究有什么厉害之处吗？,当然啦，可以帮助探测器精准着陆，更好的收集太空的数据。
2040,谁知道呢，可能有什么隐情吧。,他还这么年轻，不知道咋想的。,唉，要是我就算30能进职业我也不会退役。,谁不是啊，我做梦都想进。,你去过体校吗？,没有。,我半年前去过体校，里面的人真的好辛苦啊。,肯定苦了，体校训练好了将来就是能进国家队的啊。,我车来了，有机会再聊，先走了。,好的，拜拜。
2041, , ,嗨！,你好！,你最近有关注广州男篮球员纪祥的新闻吗？,你也喜欢纪祥啊，我之前也很喜欢他，后来太忙了就没有怎么关注他了。,哈哈哈，那么有缘分，我也很喜欢他，我才看了一篇关于他的新闻。,关于纪祥的什么新闻啊？,报道说的他最近迎来了个人的20岁生日的消息，还有一个爆点！,他才20岁呀。我一直都不知道他多少岁，看起很成熟的样子，还有什么爆点啊？
2042, , ,你好啊。,你好。,你最近有关注篮球新闻吗？,最近都没有怎么看新闻诶。,这样啊，上海男篮举行了新赛季的出征仪式诶。,男篮新赛季要开始啦，可以。,是的啊，队长张兆旭说目前球队的磨合比较顺利，效果还是需要联赛来检验。,张兆旭我很喜欢他，他很有实力，打球也是比较稳定的。
2043, , ,你好啊。,你好。,你看《你是我的答案》这部剧了吗？,没有看诶，我最近在看《陈情令》。,是嘛，这里面有一首歌最近还挺火的《错过后再爱过》。,是嘛，我还没听过这个，好听吗？,还挺好听的，张赫宣唱的。,他唱的啊，可以，我一会回去听听。
2044,你也喜欢在早上去跑步吗?,嗯，我比较喜欢锻炼身体，所以每天早上都喜欢跑步。,好巧啊，我也喜欢早上去跑步。我感觉跑步还能减肥呢！,是啊，我虽然第一次在这边租房子，但是再其他地方早上也坚持跑步的。,最近你看了多哈世界田径锦标赛的比赛了吗？,这个是什么比赛啊，我没看过啊，是田径比赛吗？,是啊，这个是全球跑得最快的田径赛事了。,今年中国队有哪些人参加啊？感觉中国队表现还不错吧!,其实中国队也不是太强，还算一般吧！,那那个国家的比赛今年拿了冠军啊？中国队拿了几名啊？
2045,嗨喽。,你知道克洛普主帅吗？,知道一点，发生了什么事情吗？,还好吧，就是最近看了克洛普的经纪人吐槽渣叔对天气不太适应。,这个有什么好吐槽的，不就是水土不服吗？,不过最主要的就是渣叔是否会和利物浦续约，这个才是真正的重点。,这个可就不知道了。,但是我记得克洛普曾经表示过，和利物浦的合约到期之后他想休息一段时间，然后再决定自己的未来。,是的，不知道到底结果怎么样。,从表态之后，很多利物浦的球迷都在为他这个的表态担心。
2046, , , , ,打扰了，这个位子有人吗？,没人。,唉，真是服了。,怎么了？唉声叹气的。,不就是内马尔吗，他又受伤了！,哦哦，他呀。
2047, , ,你好。,你好。,你喜欢踢足球吗？,以前不喜欢，现在挺喜欢的。,你以前怎么不喜欢呢？,我以前比较喜欢篮球，对足球不感兴趣。,哦，原来是这样，足球和篮球可以共同喜欢。,对啊，后来朋友邀我去他家看球赛，我以为是篮球赛，可是晚上看时是足球，没办法也跟着一起看。
2048, , , , ,你好，请问3路车过了吗？,还没呢。,好的。,诶，你看前两天的乒乓球比赛了吗？,乒乓球没看诶，我喜欢看篮球。,哦哦，好吧，其实乒乓球也蛮好看的。
2049,嗯嗯，我也很喜欢这个姑娘，长得也秀气，演技也不错！,里面的男主演得比较一般话，长很好，但是还是小鲜肉那种感觉。,对对，我也有同感呢！,我为了这个剧还刚冲的爱奇艺的会员，冲了一年呢！,哈哈，我的刚好快到期了，能借我用用吗？,没问题啊，我登录上去就行。,好了，谢谢哈我还有点事儿，先走了。,好的，回聊。,拜拜。,拜拜。
2050, , ,你好，先生，有什么可以帮你的吗？,我想看看电脑。,有什么品牌的要求吗？,没有，你给我推荐推荐吧。,你可以看看MacBook pro或者surface pro x。,哪个好用啊？,看您自己的喜好了。都挺好用的。,哦哦，你再给我介绍介绍吧。
2051, ,"哈喽,你好!",你好!,你最近有看福特公司的报道不.,福特公司是不是生产汽车的那家公司吗?,"对呀,最近个福特公司最近不是推首款面向大众市场的电动汽车.","哦,我怎么不知道呀,我还以为福特公司又出了什么事了.","哈哈,没有就是福特公司是一款以野马 为灵感,名叫Mach 1的电动SUV型的汽车在去年亮了相.","还有这种事情呀,既然亮过相了,怎么今年又还说首次亮相.","对呀,这家制造商还对新款电动SUV的细节守口如瓶,说什么是该款汽车的灵感来自公司著名的肌肉车."
2052, , , , ,你好，这是坎特吗？,没错，你也看球呀！,对的，我超级喜欢足球。,那你最近有注意到消息说，皇马想要想切尔西下手了！,真假？他们想签谁呀？,还用说吗？坎特呀。
2053,怎么忽然这么气愤。,挺为J罗不平的，就算回归也拿不到主力的位置。,诶，之前皇马就有想卖掉J罗的打算，但是没有成功。,太难了，但是大家抢坎特也不是没有理由的。,你是说他被评为最梦想得到的球员吗？,没错！而且他真的好蠢萌，真的很招粉的。,对对对看他最近给切尔西拍的视频。,戴着墨镜明明很酷，但是有莫名的有些蠢蠢的。,哈哈哈哈哈可以的为了颜去喜欢。,是事实！朋友喊我，先走一步。
2054, , ,"哈喽,你好!",你好!,"我看你手里拿着足球,你是要去踢足球吗?","是呀,今天不是星期六,操场没人,所以就想踢会.","哦哦,其实我也是足球爱好者.",那可以一起打一场不因为我很喜欢结交这样的朋友.,"这个当然可以,不过你要等一下我,因为我想热个身.","当然可以,反正我也是一个人踢.哈哈."
2055, , ,你好。,你好啊。,你知道最近腾讯的支付公司财付通发布了风险预警吗？,没有怎么用过这个软件，不太了解。,有一些非法二元期权平台以“易操作，回报高”向国内投资者推销。,现在确实外汇期货和外汇按金交易属于违法行为。,财付通表示会积极配合国家外汇的管理部门，打击违法犯罪活动。,对啊，现在的网络违法犯罪行为越来越多了，必须要做好防范的措施。
2056,什么电影，啥时候上映啊？,具体几号不是很清楚，但要在釜山电影节上映哦。,这么厉害，居然能上釜山电影节。,那你以为呢，而且还是我们国内的导演哦。,谁啊，冯导吗？,不是，是个新导演，好像叫什么孙傲谦。,哦，那我倒是没听过。,我当时还以为是孙谦,讲相声的怎么可能去拍电影，哈哈,其实都无所谓吧，只要是个好电影就行，不要像今天这么枯燥就好
2057, , ,你好啊。,你好。,你最近有关注少年与海这部电影吗？,没有哎，没听说过，是什么电影哦？,儿童奇幻片，可以带着家里的小朋友去看真的还蛮好看的。,他是讲什么的啊？,就是一个小孩因为学校的作业所以想要一本海的图书之后发生的事。,这样啊，这种故事应该更适合小孩子吧，我都不是很喜欢看这种类型的故事哎。
2058, ,你好，你也去参加这个活动吗？,对啊，毕竟是我偶像的活动,你喜欢程枫吗？,对，我特别喜欢他演的电视剧，你也是粉丝吗？,不是，我只是被我女朋友拉过来参加活动的。,哦哦，你看过他演的电视剧吗？,我看过几部，看过玲琅榜,玲琅榜吗？那里面他的发型可是很奇怪哈哈。,对对，他那是得罪发型师了吧。
2059,玲琅榜吗？那里面他的发型可是很奇怪哈哈。,对对，他那是得罪发型师了吧。,他这个也不是第一次了，很多次他的造型都很雷人。,对，他在玲琅榜里的发型也太像泰迪卷了，有点魔性哈哈。,不负时光那个节目你看了吗？,没啊，怎么了,那个节目里面他的造型也特别雷人，很多人吐槽像个钢丝球哈哈。,不管怎么说吧，虽然造型雷人，但演技各方面还是很不错的呀。,确实，他的演技非常不错。你可以去看看不负时光。,好啊，很期待他在里面的表现呢。
2060, , ,你好啊。,你好。,你最近有看不负时光这部电视剧吗？,没有啊，暂时我有在微博上刷到过这部剧的消息。,安悦溪和邢昭林演的，我觉得他们两个长得好好看哈哈。,我也是说，安悦溪孩子都有了怎么还能这么少女啊。,想不通哈哈，演员都是这样的，但是这部剧里男女主人设都不好感觉。,怎么呢？我在微博上看着挺可爱啊。
2061, , ,你好，你在看的是哪一场球赛呀？,你说这个啊？这是菲律宾的比赛。,你喜欢菲律宾队吗？,不是，就是最近没有什么比赛好看的，随便看看而已。,哦哦，我倒是挺在意菲律宾的，我感觉他们很有前途。,你喜欢菲律宾啊？最近有个有关菲律宾的新闻你知道吗？,啥新闻呀？,就是这次国足比赛胜利了，要出国挑战了，你猜猜他们要去哪个地方？
2062, , ,你好啊。,你好。,你最近有关注国足的消息吗？,没有哎，我都不喜欢看国足来着。,这样啊，最近国足和菲律宾踢球输了呢。,啊，国足现在连菲律宾都踢不过了吗？,是啊，这是第一次输给菲律宾呢，哎，感觉真的而越来越差了。,哎，没办法，国足真的没救了，之前微博上不是很热那个里皮辞职吗，就是因为这件事啊？
2063, , , , ,你好，一起打球吗？,不了，我不太会，我只是过来看看而已,没事，来我教你啊。,好吧。,你喜欢打篮球吗？,特别喜欢篮球呢，就是一直打不好，可惜了。
2064, , ,哈喽。,你好啊。,你最近有关注篮球世界杯的比赛嘛？,没有哎，我对篮球不是很感兴趣啊。,哦哦，最近澳大利亚前锋博格特侮辱裁判被惩罚了哎。,他怎么侮辱裁判了啊？,在对阵西班牙的比赛时，裁判判他抢篮板犯规，博格特讽刺裁判，对裁判做出数钱的手势。,哇，篮球比赛裁判的权力不是很大吗，他居然感嘲讽裁判，疯了吧。
2065,你说的也不错哈，毕竟在我们国内随便找一个人问他，我们国内谁网球打得好，你觉得会说谁？,我觉得应该是李娜吧。,对呀，肯定会说李娜的，你想想还是女的呢？,现在确实很多女的打网球，不必男的少。,你看最近wta的那个报道吗？,没啊，怎么了，有什么大事件吗？,你想都不敢想今年冠军换人了，是日本人。,谁啊，怎么可能将巴蒂打下去。,是那个大阪直美。,不会吧，她的比赛结果怎么样。
2066, , ,你好！,你好！,你也是来打网球的吗？,是啊，这不是周末吗，出来放松放松。,你看最近的网球比赛了吗？大坂直美真的好厉害啊。,看了啊，是啊，我一直都特别喜欢她呢，她实力很强的。,真没想到啊，她竟然能打败巴蒂，这个真的是惊到我了。,哈哈哈，巴蒂实力确实挺强的，说实话她俩对战我心里也很没底。
2067,你好。,你也来这看手机啊。,想换个手机，苹果手机现在好多消费，耗不起啊,对啊，用苹果手机里面的消费有点太多了。,你也用的苹果手机吗？,没有，但我想买一个试试。,消费这么高你还买啊？,就是最近看到一篇报导感觉苹果还挺不错的，就打算买了。,什么报导啊？,就是苹果公司推出免费试用一年的apple tv项目。
2068,我也不清楚啊，应该快了吧。,铁路每年开通那么多，真的特别方便我们出行。,对啊，以前的时候我们几乎就只有绿皮火车，去哪哪不方便。,近几年高铁的开通速度真的蛮快。以前我回家要花一天，现在几个小时就到了。,你家是市区的吗？,不是，在农村那边。,哦，怪不得，还是蛮远的嘛。,嗯嗯，我也想搬到市区来住，得过几年有钱了就过来。,哈哈，可以的，现在高铁发达，随时回家看亲人很方便。,对我也这样想的，但如果他们也来市区住就好了。
2069, , , , ,你好，你是在等去北京的车吗？,没错，你也是吗？,不是我去河南，不过我们顺路。,正好，你听说我们国家的京张铁路马上要运行了吗？,我还真没注意呢，咱们的高铁现在太方便了！,对的，从北京开往张家口的。
2070, , , ,你好，你是在等去北京的车吗？,没错，你也是吗？,不是我去河南，不过我们顺路。,正好，你听说我们国家的京张铁路马上要运行了吗？,我还真没注意呢，咱们的高铁现在太方便了！,对的，从北京开往张家口的。,现在试运行是为了2020年的冬奥会做准备吗？
2071, , ,你好！,你好！,京张高铁要正式通车了，现在已经在联调联试了，你知道吗？,不知道，对这些都不了解。,你竟然不知道，京张高铁连接北京和河北两省，是我们国家铁路规划的重要组成部分。,好吧，是我孤陋寡闻了，我还以为就是普通高铁线路呢。,可不是普通线路，它还是京津冀共同发展的重要基础工程，也是2022年冬奥会的交通保障。,哦，看来是挺重要的，冬奥会赛场还有在河北的吗？
2072, ,你好。,你好，请问你是在看教育类型的文章吗？,是的，我是学教育的，看到这种新闻总想看看。,那你觉得这位母亲做的是对的吗？,不给孩子买电视机的话，我觉得也还好，毕竟现在不是以前只有电视一项信息来源。,也对哈，现在网络这么发达，想要获取信息很方便的。,对，电视机的有无不会剥夺孩子的童年。,但是您看半天还有别的看法吗？,如果孩子的母亲不让孩子有应该的娱乐，且揠苗助长的话，我感觉就不对了。
2073, , ,你好。,你好。,你是看等下三点场的中国机长吗？,没错，你也是三点场吗？,对呢。网上都在说挺好看的，就单枪匹马的来看了。,哈哈哈，我也是，舍友都有事，我也是一个人来看的。,同道中人啊。我是上次川航那个航班出事的时候关注了一下，没想到拍成电影了，就来看了。,这样啊。我还听说前几天哈尔滨路演的时候连空乘都来支持了。
2074, , ,你好，请问可以采访一下吗？,你的，可以的。,请问你今天是刚看完中国机长吗？,没错刚看完，太好看了。,可以稍微描述一下什么比较吸引你吗？,emmm我感觉整个故事性非常强，拍摄的手法很逼真。,哈哈哈是的，里面你最喜欢的人物是谁呀？,我最喜欢的是袁泉，真的是把这个角色演活了！
2075,嗨！,你有看过电影中国机长吗？,看过啊，中国机长才上映我就去看了，很棒的一部电影。,我最近有看到中国机长的一篇新闻呢！,哦哦，那是关于电影结尾的一些采访内容吗？,不是哦，是中国机长的全国路演，全国路演不知道你知道这件事情不？,不知道啊！他们居然有全国路演的活动，我一直都不知道这件事情。,好吧，报道说的他们全国路演已经到了哈尔滨站了，我本来想去看的，太忙忙没有时间去。,太可惜了，都是最好一站了啊，我要早知道我就去看了！,可是现在都已经完了，这都是前段时间的事情了，现在都这么久了。
2076, , ,你好。,你好啊。,最近韩国的选秀节目《PRODUCE X 101》投票造假事件有了解吗？,不太清楚，对这些关于练习生的新闻不是那么的关注。,韩国的警方已经展开了调查，掌握了投票的数据。,这么严重的吗？居然警察都出动了，我以后不敢乱投票了。,有人匿名举报，说制作组捏造票数，有意选拔与投票结果无关的出道成员。,韩国确实很重视选秀这样的节目，有那种文化。
2077,你好啊。,你好。,平时会不会关注一些新出的电视剧或者是相关资讯啊？,会关注啊，我吃饭的时候一般都是第一时间打开电视就开始看了。,最近在东方卫视很火的一部电视剧叫《在远方》这部剧你关注了吗？,没呢，平时看电视节目的剧比较少。而且现在主要在看《庆余年》这部剧。,《在远方》这部剧的制片人接受采访的时候说剧中百分之八十多的故事都是真实的。,是嘛那么贴近生活的剧，看来都是以平常老百姓生活为主题拍摄的吧。,是的啊，这部剧还请了许多演技派明星有、刘烨、马伊琍、梅婷、保剑锋、曾黎等人。,都是一些老演技派了，看来是一部非常不错的剧啊请那么多大明星。
2078,你好啊。,HI，你好。,平时会不会关注新出的电影或者是相关电影资讯啊？,会关注啊，闲暇时间在家里静静的看一部电影我觉得是最享受的了。,前段时间新上的一部电影叫做《受益人》这个你去看了吗？,没呢，最近比较忙啊。都没时间去看电影，打算到时候直接在网上看。,这部电影以强烈的风格和现实题材故事吸引了许多网友们的关注。,是嘛，这种比较贴切现实生活的电影确实会有比较多人喜欢看，有谁演啊。,这部电影是申奥导演，主演的有、大鹏、柳岩、张子贤这些人。,有大鹏啊看来又是一部搞笑电影，大鹏和柳岩搭档肯定不简单哈哈。
2079,对啊。36岁了，依然两进。太神了。专业运动员就是不一样，估计我36的时候踢个娱乐场都够呛。,范佩西昨天的禁区传球真的太帅了。刷刷的过人，直直的进球。,对，斯科尔斯那传球也是。,太感慨了。没想到现在还能看见他们这么踢球。,是啊。球场到了。换衣服吗？,不用，我来观战等人的。,那再见了。,再见。,拜拜，拜拜。, 
2080,嘿，你好，请问您知道足球保管室怎么走吗？,啊，我知道，也差不多到时间了。你直接跟我走吧，我带你去。,那谢谢啦。,客气了。,对了，你刚才是在看凌晨的那场纪念赛吗？,没错，就是范佩西那场。,你也关注范佩西啊。,嗯呢，昨天他那两个进球太帅了。你也喜欢他吗？,对啊。昨天老范真的帅炸。而且斯科尔斯那脚也挺厉害的。,对，真没想到，太出人意料了。推特上也是一片惊呼。
2081, , , , ,你好，刚才看你在打游戏，这个游戏我也玩一起打一把吗？,不好意思啊，我今天打了两小时了，不能打了。,啊，你还没满十八周岁吗，到防沉迷时间了？,哈哈没有，这是我弟弟的号，最近帮他打一打，但现在没得办法了，禁赛了。,哈哈哈，看你技术还挺好，但最近我们国家部门很关注青少年的上网问题啊，好多在线游戏必须实名认证在能玩。,对啊，认证了之后发现你未成年立马限制游戏时间，但我一个成年人只想说一句干得漂亮。
2082,哈哈哈哈哈，有点幸灾乐祸咯。,哈哈，其实不止游戏的，你看新闻没有，现在网信办还要求直播平台和视频网站推出“青少年模式”。,“青少年模式”？哦哦，我打开视频网站好像给过我提醒来着，开了“青少年模式会怎么样”啊？,嗯，也不怎么样，就所有功能都不能用了，只能看他给你推荐的适合青少年观看的内容。,哈？只能看推荐的内容？搜索也不能搜了吗？,不能，所有网站的“青少年模式”统一管理，只留推荐功能。,哈？哈哈哈，他们好惨但是好想笑哦。,哈哈，你也很幸灾乐祸嘛。,没有没有，是真的发自内心的点赞，毕竟现在互联网那么发达，信息量太多了，早该管管了。,对啊，和我们那一代比他们太早接触网络了‘
2083,你抽烟吗？要不来一支？,谢谢，我不喜欢抽烟，我一直都不抽烟的。,好吧！我看你在买电子烟，我以为你会抽烟啊。,我主要是为了给我爸买，他喜欢抽烟，我想让他戒了。,你还买电子烟嘛？你不知道电子烟是对人体有害的吗？,不知道啊，有什么害处啊？我以为电子烟是没有害处的。,电子烟能致癌啊，这个你都不知道吗？而且美国还死了好多人。,是么，那我看来不能买电子烟了啊。,最近美国政府、学界、公众对禁止使用香味电子烟了，而且还立法了。,是么这么严重吗？你不给我说我还不知道呢！
2084, , , ,你好，你刚才是在看七十周年阅兵吗？,嗯嗯，要一起吗？,不啦，我待会下车回家再看。,嗯嗯，好的，最近真是好事连连啊。,哈哈，你是说女排姑娘们夺冠的事吗？,对呀，你也看到新闻啦。女排世界赛拿冠军啦，力胜俄罗斯队。,女排姑娘们真是好样的，但我最为她们高兴的是拿奖金啦，有钱了。
2085, , ,嗨，你好！,你好呀！,你平时会不会看什么体育比赛啊？你有关注今年的军人运动会女排的比赛吗？,没有看，不过我知道中国队女排不用猜就是冠军，中国队女排真的很厉害啊。,嗯嗯，确实这场比赛中国拿了冠军，而且还是3-0进入决赛的，对战德国队简直就是小意思。,哈哈好吧，我觉得中国的排球，乒乓球都很厉害，相对于足球篮球就很弱了。,是的，而且这次中国队都是占上风，每一场比赛都发挥得很好，很精彩。,说明中国队在排球方面实力确实很强，之前我看过中国女排的比赛配合的相当好。
2086,你好。,你好。,你平时喜欢看什么类型的电影？,经常看的有喜剧，爱情，军旅类型的电影。,你就没有看过惊悚和犯罪的电影吗？,我都不看这两种，我不喜欢看，怕是看了，晚上都不用睡觉了。,哦，我也很少看，但有关于这种的，是好看的我还是回去看的。,那你给我推荐一下这种犯罪的电影，反正不看惊悚的。,这部电影的名字叫《步步为营》，已经上映了很久了。,那你就给我说说这部电影讲述的是？
2087, , ,你好啊。,你好。,你知道许绍洋吗？,不知道哎，是艺人吗？,是歌手啊，但是都是很多年以前的老歌手了。,这样啊，那我就更不认识了哈哈啊，我可能听过他的歌吧但是不认识这个人。,也或许会把，之前台湾剧还很火的时候他唱过主题曲还演过很火的电视剧呢。,歌我可能不知道，但是剧我可能知道哎，他演的什么剧啊？
2088, , ,你好！,你好！,黄蜂队的老板你知道是谁吗，对，就是迈克尔乔丹，他做了很多慈善你造吗？,嗯！我一直不知道原来乔丹还是NBA球队的老板啊。,是的呢，前些日子巴哈马群岛受风灾他自己捐了整整一百万美元。,我靠一百万，还是美元，这也太阔了吧。,这没有什么阔不阔的话，因为NBA的球星很多都会做慈善。,嗯，经常看新闻说有詹姆斯，科比，哈登，库里等等球星捐款救灾的新闻。
