,question,answer
17672,안에 속치마는 다 있죠?,네 있어요
17675,안에 바로 열고 닫고 되지 예?,네 어른들은 이런 걸 더 선호하세요
17676,안에 뭐 들어가 있나요?,예 양모로 되어있는 것도 있고 보온도 있고 일반 양면 내의도 있어요
17679,안에 그릇이나 식기류 준비되어 있나요?,"네, 주방에 있는 서랍장 안에 준비되어 있어요"
17680,안에 고추장 들었어요?,네 들었습니다
17682,안에 갈비가 든 거는 아니죠?,예
17685,안성탕면 가능한데 괜찮으세요?,네 우유도 같이 주세요
17688,안동찜닭은 그냥 안동찜닭이에요?,네
17691,"안녕하세요, 혹시 클리닉 되나요?",네
17693,안녕하세요 주문되나요?,네 하시면 됩니다
17696,안녕하세요 여기 #주소#요.,네 주문하세요.
17698,안녕하세요 뭐 좀 물어보려왓는데,네 잠시만요
17699,안녕하세요 문의 좀 드릴게요 저기 엘피지 차량인데요 일반이전이 가능한지 혹시  확인이 가능한가요,네 선생님 죄송합니다마는 이 차량은 지금 그 장애인 어 장애등급이 나와 있지 않아서 저희 전산으로 확인이 어려운 것으로 ///사업소로 확인을 해 보셔야 됩니다.
17704,안경을 쓰고 찍어도 상관없나요?,네 렌즈에 색이 들어가 있지만 않으면 가능합니다
17705,안감에 기모 들어간 건 없나요?,기모 들어간 제품은 한 가지밖에 없네요
17713,안 뜯어지게 해주세요,"네, 안 뜯어지게 해드릴게요"
17714,안 뜨겁나요?,네 괜찮습니다
17716,안 들어가 있고 그러면 번호변경 없이 번호판만 교체하시는 부분 맞으신거죠,예 맞아요
17717,안 되면 카드 결제로 할게요,아니에요 쿠폰 사용 가능하시네요
17721,안 그래도 투자 목적으로 알아보고 있어요,주변에 대학교도 있어서 투자 수요는 늘어날 것으로 예상합니다
17722,악세서리 이런 것도 다양하게 나와요?,"네, 원하시는 디자인 있으시면 말씀해주세요 제가 일주일에 한 번 씩 일본에가서 직접 사와요"
17727,악세사리 구경 조금 해도 될까요?,네
17730,아홉 잔 마시면 열 번째는 서비스인가요?,네 서비스는 아메리카노만 가능합니다
17734,아하 네 알겠습니다 바로 안내해 드리겠습니다 혹시 차량이 공동명의이신가요,아닙니다 제 차는 개인이예요
17738,아플 때마다 먹는 거예요?,영양제로 먹는 거예요
17746,아파트요?,"네, 그래서 공기 좋은데 찾아서 올까 싶어서요"
17750,아파트명 아파트 32평형 10층 이상 매물 있습니까?,네 2개 있네요
17751,아파트만 전세 하셔야 되나요?,"예, 아파트에서 살다가 이제 이사가려고"
17752,아파트를 가지지 왜 빌라를 살려고 하세요,아파트는 가격이 너무 올라서 제가 가지고 있는 돈으로는 엄두가 안 나네요
17757,아파트는 이십사 평이에요?,네 다른 아파트도 다 그 정도로 비슷해요
17765,아파트가 몇 채 안돼요?,"네, 스물 여섯 대 밖에 없어요"
17767,아파트 층수가 낮아가 별론데 중간 층수는 없나요?,#주소# 백오동 이십이층 있는데 삼월 중순이라서 날짜가 안 맞네요
17771,"아파트 전세로 하셔야 하는데, 현금 2억 원 있으신가요?","네, 2억 원 정도는 만들 수 있어요"
17782,아파트 전세 있나요?,네 있습니다
17792,아파트 연수에 따라서 또 가격이 틀린 거네요?,"네, 아파트 연수에 따라서 가격이 달라요"
17797,아파트 싼 거는 들어가기 전에 리모델링 다해야 되는 거죠?,"네, 리모델링 해야 돼요"
17802,아파트 스물여섯평 정도로 보시는 거죠?,"네, 아파트 스물여섯평 정도 보고 있어요"
17809,아파트 서른두평 말고 사십구평으로 부탁드려요,#주소#에는 오십평 다 사십구평인데 한 평 더 많고 거의 다 서른두평인데 #주소#만 서른세평이네요
17815,아파트 보고 왔는데요? 진량에 있는 #주소#아파트 매물 갖고 계신 게 있나요?,"네, 많아요"
17817,아파트 방향에 따라서 또 차이가 많이 나는구나,"네, 동향인 백삼동, 백사동 같으면 십육층이 사억 원이나 삼억 구천만 원 정도에요"
17826,아파트 먼저 좀 구경해보고 싶어요,네 우선 구경시켜드릴게요
17831,아파트 매매가 지금 관망이에요?,"네, 다들 지켜보는 추세지 덥석 사지는 않아요"
17834,아파트 내에 엘리베이터 다 설치되어 있나요?,"네, 엘리베이터에요"
17849,아파트 관리 사무실인데요 저희 상수도 요금 조회하려고 하는데,네 팔월달에 청구되었던 금액은 천십이만 팔백삼십원입니다.
17851,아파트 거의 나와있는 게 매매에요?,"아파트명에 전세가 한 개, 두 개에서 세 개 있고, 상인 #주소#는 백사동 십이층 한 개 있네요"
17852,아파트 거래 자체가 잘 안돼죠?,"네, 싼거 찾으시는 분들이 급매로 나오는 게 좀 나가고"
17863,아트라떼는 솔티치즈랑 다르게 커피가 들어가는 건가요?,네 아트라떼는 커피가 들어갑니다
17867,아침저녁으로요?,네 아침 저녁으로 드시면 됩니다
17880,아침에는요?,오픈이 11시예요
17909,아침 저녁으로 아무때나 한 번씩 먹는 거예요?,네 한 번씩 드시면 됩니다
17910,아침 저녁 똑같은 약인가요?,네 똑같은데 한꺼번에 드리면 헷갈려하시는분들이 있어서 따로 구별해서 드리는거에요
17915,아침 식사도 필요하신가요?,"네, 조식도 같이요"
17916,아침 식사는 호텔 내에서 가능한가요?,"네, 아침 식사는 호텔에서 가능하세요"
17918,아침 식사가 다 가능한 거죠?,"네, 아침 식사 다 가능한 식당이에요"
17926,아직 재건축 할 것 중에 나온 집은 없다 그죠?,네 세 개씩 가진 사람한테 전화해서 설득을 해야죠
17927,아직 일행이 안 와서 그런데 조금 이따가 주문해도 될까요?,네 그럼 일행분 오시면 불러주세요
17928,아직 이사를 오시진 않았고요?,네
17929,아직 세트 할인 이벤트 하고 있나요?,네 아직 진행 중입니다
17930,아직 불고기 세트 할인 이벤트 하고 있나요?,네 이벤트 진행 중입니다
17933,아직 런치세트 할인되나요?,네 2시까지 가능하십니다
17938,아주 얇은 봄 옷도 있기는 있네요?,네 봄 신상 새로 들어오고 있어요
17939,아주 간단한 이런 거는 마음에 안 드시죠?,그렇죠
17944,아인슈페너 한 개랑 아메리카노 따뜻한거 하나 주세요,"네, 결제 도와드리겠습니다"
17946,아이스티도 시원하죠?,네 아이스티는 시원한 음료입니다
17949,아이스티 한 잔만 주세요,네 아이스티는 사천 원입니다
17951,아이스크림도 있어요?,네 아이스크림 있습니다
17952,아이스크림도 많이 파나봐요?,네 밑에있는건 아이스크림이고 위에 있는건 베이글 안에 들어가는 크림치즈입니다
17954,아이스크림 있는 저 와플은 두 명 정도 먹을 수 있겠네요,"네, 두 명 정도 먹을 수 있습니다"
17957,아이스인데 얼음 없이 줄 수 있으세요?,얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요
17962,아이스로 먹으려면 아메리카노 먹어야 되죠?,"네, 아메리카노 드셔야 합니다"
17964,아이스로 드릴까요?,네 아이스요
17965,아이스로 드릴까요?,네 차가운 걸로 주세요
17969,아이스도 똑같은가요?,네 똑같습니다
17970,아이스도 될까요?,네 가능합니다
17974,아이스 커피로 천천히 해주세요,"네, 아이스 커피로 준비하겠습니다"
17981,아이스 아메리카도 디카페인 가능한가요?,네 가능합니다
17983,아이스 아메리카노에서 따뜻한 아메리카노로 바꿔주실 수 있나요?,네
17987,아이스 아메리카노랑 블루베리 머핀 주세요,네 알겠습니다
17989,아이스 아메리카노랑 머핀 포장되나요?,네 가능합니다
17990,아이스 아메리카노랑 라떼 모두 머그잔으로 도와드릴까요?,네 먹고 갈거에요
17995,아이스 아메리카노 한 잔이랑 라떼 따뜻하게 한 잔 주세요,"네, 아이스 아메리카노, 따뜻한 라떼 두 잔 해서 육천육백 원 결제해드리겠습니다"
17996,아이스 아메리카노 한 잔에만 시럽 넣어주세요,네 알겠습니다
17998,아이스 아메리카노 한 잔에 샷 추가해주시고 현금영수증도 부탁드립니다,네 번호 입력해주세요
17999,아이스 아메리카노 한 잔 주세요 ,네 아이스 아메리카노 한 잔 드리겠습니다
18001,아이스 아메리카노 한 잔 주세요,네 3900원 결제해드릴게요
18002,아이스 아메리카노 한 잔 주세요,네 알겠습니다
18003,아이스 아메리카노 한 잔 주문할게요,네 알겠습니다
18005,아이스 아메리카노 한 잔 가능한가요?,네. 가능합니다.
18006,"아이스 아메리카노 하나하고, 딸기 요거트 하나 주세요","네, 오천 삼백 원 결제해드리겠습니다"
18012,아이스 아메리카노 샷 추가해서 테이크아웃 할게요,네 2300원입니다
18013,아이스 아메리카노 샷 추가 가능한가요?,네 샷 추가는 300원입니다
18016,아이스 아메리카노 바로 되나요?,네 바로 됩니다
18018,아이스 아메리카노 라지 사이즈도 가능한가요?,네
18021,아이스 아메리카노 두 잔 주세요,네 총 8000원입니다
18022,아이스 아메리카노 되나요?,네 가능합니다
18026,아이스 아메리카노 30잔 해주세요,네 30잔 하셔서 총 12만 3천 원입니다
18027,아이스 아메리카노 30개 주세요,네 단체 주문은 재료 추가 불가능합니다
18029,아이스 아메리카노 2잔 주세요,네 8000원입니다
18033,아이스 바닐라 라테도 한 잔 주세요,네 진동벨이 울리면 픽업대로 와주세요
18035,아이스 레몬 티로 세 잔 포장해주세요,네 8400원입니다
18036,아이스 라테 우유 말고 두유로 변경 가능한가요?,네 가능합니다
18038,아이스 녹차라테로 가능한가요?,네 가능하세요
18039,아이스 녹차라테랑 마카롱 종류별로 주세요,네 알겠습니다
18040,아이보리색이요?,네
18047,아이론으로 살리는 시술 있어요?,예 그런 시술 있습니다
18051,아이들이 있어서 조용한 곳으로 해 주실 수 있나요?,"네, 조용한 방으로 드릴게요"
18060,아이들 침구류는 깔끔한가요?,"네, 침구는 깔끔하게 해드려요"
18061,아이들 책가방 있어예?,"지금 물건이 빠져서, 책가방은 신학기 떄 들어올 거예요"
18062,아이들 조식 비용은 따로 지불해야 하죠?,"네, 아이들 조식 비용은 현장 결제해 주시면 돼요"
18063,아이들 제품도 생활방수 되는 제품이 나오나요?,예 등산용품으로 나와요
18065,아이들 수저랑 포크 부탁드리겠습니다,네 준비해 드리겠습니다
18069,아이들 감기약이 성인한테도 효과가 있나요?,네 성인한테도 효과가 있죠
18073,아이고 예 예 차는 그냥 개인이 몰고 다니던,예 예 개인찹니다. 개인차 예 예
18075,아이가 중국어는 처음인가요?,네
18076,아이가 좋아하는 캐릭터가 있나요?,"네, 터닝메카트를 좋아합니다."
18077,아이가 좋아하겠죠?,네 요즘 아이들이 많이 찾는 옷이라 좋아할 거예요
18078,아이가 있는데 주위에 초등학교가 있나요?,네 초등학교뿐만 아니라 중고등학교도 있어요
18091,아이가 고등학생인가요?,네 고등학생이에요
18094,아이 의자 따로 있죠?,네 그렇습니다
18098,아유 저희 선생님 지금 그 용산역이라고 하셨어요,네 용산역 이번 출구요
18100,아웃포켓이 두 군데 들어가 있네요,네 양쪽에 다 들어가 있어요
18101,아울렛이에요?,네 아울렛
18112,아예 알겠습니다. 폐차는 그라먼 거기서 안 하잖아 딴 데서 또 알아봐야 되잖아요 그지예,네 페차장쪽에 이케 문의하시면서 보통 최근에는 말소까지 그 한번에 다 이제 대행해서 처리해 주는 데는 많구요 만약에 뭐 선생님께서 폐차만 //하시고 말소하신다는 말씀은 또 따로 방문해서 처리하셔야 되구요
18113,아예 실례지만 전화 준 선생님과는 관계가 아빠 되시는 분이세요,처 되는데예
18114,아예 순환삼번 여 기다리고 있는데 차가 그냥 가요,예 알겠습니다. 그 통과한 차량에 대한 무정차 통과건으로 저희가 바로 접수 도와드릴 텐데요 저희도 관할구청 쪽으로 통과 그 접수를 도와드리다 보니까 신고인의 정보를 조금 받게 되어 있습니다. 괜찮으시다면 선생님 성함과 주소지 말씀해 주실 수 있으신가요
18116,아예 수고하십니다 저희가 오늘 도시가스 공사를 하러 왔는데 여기 연락처도 없고 이래가꼬 머 그래가 전화 함 드려봤습니다 차를 못 빼가,수성구 두산동쪽이구요 그러시면 예예 선생님 저희가 주차단속이나 현장방문은 관할구청 교통과에서 진행되는데요
18118,아예 선생님 그러면 관리번호 말씀해 주시겠습니까?,제가 관리번호를 모르는데 주민번호나 같이 주소 가르켜드리면 안 될 까예
18125,아양교 이번출구인데요 삼이삼번이 안옵니다. 전 정류장 해 나 놓고 십분이 걸리고 십오분이 걸리도 안옵니다. 예,아 지금 현재 도착 예정 시간은 이분 삼분 정도 확인 되고 있는데요
18126,아아에 얼음 많이 넣어주세요,네 다 되면 진동벨로 알려드릴게요
18127,아아 주문 가능한가요?,네 당연히 가능합니다. 
18128,아아 여 차 저거 저거 저거 뭐 혹시 압류 이런 거 있는가 알아볼라고요,아 예 감사합니다. 지금 압류나 저당권은 없는 걸로 확인됩니다.
18131,아아 그거 만약에 가면은 점심시간이 이런 거 걸리지 않나요 조금 있다고 출발할까 싶은데,네 가능한 곳이 수성구 만촌동 요거 보시는 분소에 오신다 말씀이신데 점심시간에도 업무는 가능하니까요 선생님 점심
18133,아스피린 있나요?,네 있습니다.
18134,아쉽군요 그럼 이용은 가능한가요?,네 가능합니다
18136,아보카도는 그 것만 갈아서 주시는 거예요?,"네 아보카도랑 우유, 시럽이랑 연유도 조금씩 들어가요"
18137,아보카도 하나 주세요,"네, 완전 아보카도는 4000원이에요"
18138,아버지께서 돌아가셨습니까?,네네
18145,아버님 단독으로 되어 있는 겁니까?,예 그렇죠.
18148,아미노산제 삼일치만 주세요,네 구천원이요
18149,아무래도 향이 더 진할 텐데 잘 어울릴까요?,네 브라질 원두는 저희 매장에서도 쓰는 원두입니다
18152,아무도 싸게 팔라고 안하네?,"네, 주인들이 산 가격이 있는데 싸게 팔면 남지 않으니까요"
18153,아무데나 앉아도 되나요?,네
18154,아무데나 앉아도 돼요?,네
18155,아무곳이나 앉으면 돼요?,네
18158,아무거나 다 되나요?,네 치즈 케이크보다 비쌀 경우 차액만큼 주시면 됩니다
18161,아무 자리나 이용하면 되나요?,네 카드에 적힌 번호 자리 이용하시면 됩니다
18162,아무 은행이나 가도 돼요 지역도 상관없이,예 그쵸 선생님이 대구은행을 만약에 자동이체하시고 싶으면 대구은행 가시면 되실 거구요 그중에 은행 선택하셔가지고 가시면 되세요
18163,아무 데나 앉을 까요?,네
18164,아무 데나 앉으면 될까요?,네 편한 자리에 앉으시면 됩니다
18165,아무 데나 앉으면 되나요?,네 편하신 곳에 앉으세요
18166,아무 데나 앉으면 되나요?,네 편하신 데에 앉으세요
18168,아무 데나 앉아도 되죠?,"네, 편한 데 앉으세요"
18169,아무 데나 앉아도 되예?,네 앉으세요
18170,아무 데나 앉아도 되나요?,네
18171,아무 곳이나 앉아도 되나요?,네
18172,"아몬드 카페 라떼 하나하고, 아메리카노 하나, 밀크티 라떼 따뜻한 거 한 잔이요","네, 만 팔천 원 결제해드리겠습니다"
18175,아메리카노에는 안 올린다구요?,"네, 모카에 휘핑크림이 올라가고, 다른 크림이 있긴 하지만 여기서는 판매하지 않습니다"
18178,아메리카노에 찬물 넣으셨어요?,네 아메리카노에 찬물 조금 넣어드렸습니다
18179,아메리카노에 샷이 한 개에요?,네 아메리카노에는 샷이 한 개 들어갑니다
18181,아메리카노에 샷이 두 개인가요?,네 아메리카노는 투 샷이에요
18182,아메리카노에 샷 추가해주세요,네
18188,아메리카노로 뜨겁게 해주세요,네 아메리카노 주문받았습니다
18190,아메리카노도 잘 나가나요?,"네, 기본적으로 잘 나가고 있어요"
18192,아메리카노도 디카페인으로 주문할 수 있어요?,"네, 커피 종류는 모두 디카페인 종류로 바꿀 수 있어요"
18196,아메리카노는 아이스랑 핫이랑 가격 차이 없어요?,네 아메리카노는 가격 차이가 없습니다
18198,아메리카노는 둘 다 따뜻한 걸로 드릴까요?,네 따뜻하게 해주세요
18201,아메리카노 한 잔이요,네 아메리카노 한 잔이요
18207,"아메리카노 한 잔, 테이크 아웃 해주세요","네, 테이크 아웃 잔에 준비해드리겠습니다"
18210,아메리카노 한 잔 주세요,"네, 사천 원 결제해드리겠습니다"
18211,아메리카노 한 잔 주문할 수 있을까요?,"네, 주문 가능합니다."
18214,아메리카노 한 잔 맞으신가요?,"네, 아메리카노 한 잔만 주세요"
18216,아메리카노 하나 주세요,네 준비해드릴게요
18219,아메리카노 테이크 아웃으로 좀 해주세요,네 테이크 아웃으로 해드리겠습니다
18222,아메리카노 주문 가능한가요?,네 주문 가능합니다
18224,아메리카노 작은 사이즈로 주세요,네 아메리카노 작은 사이즈 드리겠습니다
18225,아메리카노 있어요?,"네, 따듯한 아메리카노와 차가운 아메리카노가 있습니다"
18226,아메리카노 있나요?,네 있습니다
18228,아메리카노 원 샷으로 해주세요,"네, 아메리카노 원 샷으로 준비해드리겠습니다"
18233,아메리카노 아이스 한 잔만 줄 수 있어요?,"네, 아이스 아메리카노 한 잔 준비해드리겠습니다"
18236,아메리카노 사이즈 업도 가능한가요?,네 500원만 추가하시면 가능하십니다
18237,아메리카노 먹다가 남으면 포장도 해주나요?,네 포장해드립니다
18238,아메리카노 맞으세요?,네 테이크아웃 할인돼요?
18239,아메리카노 말씀하시는거세요?,네
18243,아메리카노 레귤러보다 더 작은건 없나요?,네 레귤러가 제일 작은거에요
18244,아메리카노 뜨거운 걸로 하나 주세요,네 잠시만요
18245,아메리카노 따뜻한 걸로 주세요,네 알겠습니다
18246,아메리카노 따뜻한 걸로 드릴까요?,네 따뜻한 걸로 주세요
18251,아메리카노 따뜻한 거 하나 주세요,"네, 삼천 원 결제해드리겠습니다"
18252,아메리카노 따뜻한 거 있죠?,"네, 아메리카노 따뜻한 거 있습니다"
18253,아메리카노 따뜻하게 드릴까요?,네 따뜻한거 주세요
18257,아메리카노 드시고 가세요?,네 여기서 마시고 가려구요
18258,아메리카노 드시고 가세요?,예 먹고 가려구요
18261,아메리카노 기프티콘 사용할 수 있나요?,네 가능하세요
18264,아디다스 슈퍼스타 좀 보러 왔는데요,네 손님 잠시만 기다려주세요
18271,아동용도 있어요?,"네, 좌측에 그림 그려진 작은 사이즈는 아동용입니다"
18276,"아니요, 우리 애가 들어갈 거라서 명함 하나 주시면 연락 드릴게요","네, 나중에 연락주세요"
18284,아니요 현금영수증 해주세요,네 번호 입력해주세요
18287,아니요 텀블러 가져오면 텀블러에 담아주시나요?,네 텀블러에 담아드려요
18289,아니요 일단 테이크아웃으로 주세요,네 4900원 입니다
18290,아니요 이거 현금영수증 부탁드려요,네 번호 찍어주세요
18291,아니요 위임장 있어야 돼요,어 예 그 위임장을 선생님 인감도장을 어 날인하시면 되구요 예 뭐 위임장을 못 가져오시면 인감도장으로 가지고 오시면 됩니다.
18292,아니요 여기에 북구인데 성서분소에도 매매이전이 가능한가요,네 맞습니다.
18295,아니요 엄청 뜨거운 물로 주세요,네
18297,아니요 안 맵게 해서요 짬뽕 하나 해주세요,네 잠시만 기다려 주세요
18299,아니요 시럽 좀 넣어주시고 영수증 주세요,네 잠시만 기다려주세요
18300,아니요 사이즈 업 부탁드려요,네 고객님
18303,아니요 내일 이 시간에 다시 오겠습니다,네 그렇게 하세요
18306,아니요 그냥 온 건데 안 되나요?,여쭤보니 지금 가능하시다고 하시네요
18308,아니요 그냥 김밥 하나에 가락국수로 주세요,네
18310,아니요 가위로만 자연스럽게 해주세요,네 다 되었습니다
18311,아니요 3개월 할부로 해주세요,네 3개월 할부로 결제되었습니다
18316,아니오 먹고 갈려고요,예 식사 있어요
18331,아니 폐차장에서 폐차하면은 말소까지 다 해 주잖습니까?,아니예요 선생님 폐차장에서 그게 폐차를 폐차하고 폐차까지만 하는 곳도 있구요 말소까지 거기서 대행해서 해 주는 곳도 있거든요 근데 고거는 걸리는 시간이 육십일이내셔야 돼요 폐차하고 말소까지 완료되는데 육십일이내셔야 되구요 육십일이내 말소까지 완료가 됐으면 선생님께서 고 번호로 저희 쪽에 전화 한번 또 주셔서 고 말소됐는지 여부도 반드시 확인해 주셔야 돼요 폐차장에서요 깜빡하고 안 하는 경우도 있거든요
18339,아니 아니 대구 대구 여 달서구에 있는 거 차량등록사업소 매수자가 경북 주소인데 대구 달서구에 저 저 있는 등록사업소 거 가 가도 신청해도 되나 내가 묻는 그거예요,네네 상관없습니다.
18343,아니 부디면 바로 발급이 가능한가요,네 차 그 대중량창구에서 발급 바로 가능하고 대기인원에 따라서 시간은 조금 소요가 될 순 있는데 당일에는 발급이 가능합니다.
18349,아니 내 인감도장도 필요합니까?,네
18351,아니 그러니깐 저게 자동으로 그게 돼 있는게 아니고 뭐 신청을 해야 됩니까?,네 신청하러 가셔야 됩니다
18352,아니 그러니까 차량등록사업소에 방문을 혹시 하시나요 외국분께서요,예 하시려고
18353,아니 그니께 뒤에 뒤에 지금 완전히 날라갔는데 그 부품 비용은 들지 않나요,그러면 봉인 수수료만 천오백원이고 요거 직접 부착을 못하시면 뭐 부착 비용은 삼천원 정도 이렇게 예상을 하시면 되세요
18355,아니 구스가 오리털보다 보온성이 더 좋아요?,"네, 더 좋아요"
18358,아뇨 포장이요,예 오천육백 원입니다
18359,아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?,아뇨 원래 아메리카노 2000원인데 1200원으로 해드리는 거예요
18360,아뇨 카드로 하면 이걸로 결제해야 돼요?,네
18362,아뇨 여기도 큐빅이 금방 빠져버렸어요,네 이 부분도 해드리겠습니다
18363,아뇨 여기 적립도 해요?,예 쿠폰 찍어 드릴게요 
18366,아뇨 숙취해소제 먹었는데도 속이 쓰려서요,그럼 위 보호제를 드려야겠네요
18367,아뇨 설탕은 내가 따로 넣어야 돼요?,네 설탕은 직접 넣으셔야 됩니다
18368,아뇨 사이즈업은 천이백원을 더 내야하나요?,네 사이즈업은 천이백원이 추가됩니다
18370,아네 혹시 차량등록소 토요일도 하나요,네 차량등록소는 평일 월요일에서 금요일까지만 업무를 하고 있습니다 선생님 토요일은 하고 있지 않습니다
18371,아네 선생님 혹시 차 번호 아십니까?,네 공구 고드름 할 때 고 어 삼칠팔삼이요
18375,아네 다른 증상은 없고요,아 네 제가 감기를 좀 앓았는데 나아지는 거 같더니 다시 기침이 멈추지 않아서요
18379,아까시 저 김말이는 김말이를 튀긴 거에요?,네 김 안에 잡채 들어간 거를 튀긴 거예요
18380,아까 지금 다 말씀드린 게 현금가에요?,네 카드 하면 별도로 부가세가 10프로 들어가요
18382,아까 전화로 상담한 산 아래 부지 지금 볼 수 있나요?,네 같이 가시죠
18383,아까 전화 주신 분인가요?,네 인터넷으로 방 보고 연락드렸었어요
18389,아까 예약한 #이름#입니다,아 네 이쪽으로 오세요
18390,아까 예약하고 온 사람입니다,네 이쪽에 앉으세요
18393,아까 복수랑 단수의 차이점이 단수가 일 년에 한 번씩 주는 거라 하셨고 복수여권에 그냥 제한은 없는 건데 장수에 따라서 금액이 달라진다는 말씀이시죠. ,예 맞습니다. 복수는 십년이기 때문에 십년동안 전용해서 이용하실 수가 있는 거고 단수는 일 년에 한번만 이용을 하시면 더 이상 사용은 안 되시는 거세요
18394,아까 보신 블랙이 30은 있는데 신어보시겠어요?,네 한 번 신어 볼게요
18395,아까 보니까 테이크아웃된다던데 가격은 똑같나요?,네
18402,아까 그 방으로 주시겠어요?,"예, 바로 안내해드릴게요"
18405,아기침대 필요하신가요?,예약 현황 확인해볼게요
18407,아기의자 대여 가능한가요?,네 가능합니다
18410,아기도 조식 가격은 마찬가지인가요?,"네, 아이들도 오천 원이에요"
18412,아기 의자도 준비해주실 수 있나요?,네 준비해드릴게요
18413,아기 유산균 있어요?,네 이쪽 코너에 있어요
18414,아기 시트 하나 놔 주실 수 있나요?,네 아기 시트같이 준비해 드릴게요
18418,아가씨 혼자 지낼 건가요?,네 그래서 치안이 좀 좋은 곳이었으면 좋겠습니다
18424,"아, 녹차로 만든 거예요?",녹차실감 번호 공 달린 거는 다 아모스에서 나오는 거예요
18425,아 흰색이시구요 그러면 훼손으로 인해서 변경하시는거 맞으신가요,예 예 예
18426,아 휠레 8조각도 추가로 결제해주세요,네 알겠습니다
18428,아 화물차가 몇 톤 일반 일톤 화물차,예 일톤 일톤 화물차요
18429,아 홀 식사랑 반찬이 다른가요?,네 포장이 불가능한 반찬들이 많이 때문에 부득이하게 기본 반찬만 해드리고 있습니다
18431,아 혹시 포인트 적립돼요?,네 전화번호 눌러주세요
18435,아 혹시 저 차에 압류가 있는지 없는지 그걸 좀 확인을 할 수 있나 해서,네 확인 감사합니다. 지금 압류가 한 건 있는 걸로 확인되고 있구요
18441,아 혹시 법인차량 인가요,네 맞습니다.
18443,아 혹시 모르니깐 다른 색상 한 사이즈 큰 것도 신어볼게요,네 고객님 잠시만 기다려주세요
18444,아 혹시 다른 색깔은 없나요?,네 고객님 다른 색상 230사이즈는 다 나가서 이 제품 하나뿐이에요
18447,아 혹시 그 여권을 만들려고 하는데 오늘 만들 수 있을까요,예 죄송합니다 오늘 당직 여권계는 근무를 하지 않아서 오늘 발급은 어려우세요
18450,아 혹시 그 국가유공자나,네네네
18451,아 혜택을 받은 다음에 육십일 이내에 처분하면 혜택 또 받을 수 있는 거예요,예 일단 보유는 원래 기본은 한 대만 가능한데요 이게 뭐 시기가 바로 판매가 안 되는 상황에서 꼭 차를 구매하셔야 되겠다 했을 때 예외적으로 육십일 이내에 매각을 하면 이제 감량을 받으실 수가 있는데 대신에 육십일 이내에 매각이 안 되면 그 감량 받으셨던 금액이 환급이 됩니다. 선생님 다시 돌려
18453,아 현금가로요?,네 저것도 가죽이 좋아요 보여드릴게요
18454,아 핸드메이드 종류는 없어요?,네
18457,아 한인동인가 거기 근처에는 자동차등록사업소가 없구요,예 거긴 없습니다. 성서 우체국 옆에 하나있고 만촌동에 하나 있거든요
18458,아 포터 투도 번호판 짧 얇은 걸로 바꿀 수 있어요.,어 예 가능하실 건데요 선생님 혹시 고 뭐 번호판에 대해서 모양이나 요런 부분에 있어서는 고 담당자 쪽으로 한 번 문의를 하셔야
18459,아 포장해주세요,네 금방 드릴게요
18460,아 포인트 있으면 포인트 사용해주세요,네 고객님 포인트 총 5000점 있으신데 그중 4500점 사용 도와드리겠습니다
18461,아 폐차장에서 대행처리를 해 주죠.,예 맞아요 선생님
18462,아 토요일은 안하고 ,네
18463,아 토요일 낮에는 아예 안합니까?,네 주말에는 안돼요 선생님
18467,아 콜라도 작은 거 하나 주세요,네 알겠습니다
18469,아 캐피탈에 그러면 그 서류는 받으셨습니까? 완납하셨다는,예 완납 서류는 받았어요
18472,아 카면 일월달 한 달분꺼예요 저희가 보니까 여기가 주택인데 두달치께 나오더라구요,아 네 선생님 댁 같은 경우에는요 가정집이기 때문에 수도 요금이 두 달에 한번 씩 나가구 있구요 홀수 달에만 고지서가 나가고 있거든요
18473,아 카면 시청에는 여섯시까지 입니까?,여섯시까지 구요 시청은 화요일에 저녁아홉시까지 근무하고 있구요 예예 혹시 가까운 구청도 선생님 바로 접수가능한데
18475,아 카면 그 혹시 그럼 차주 이름을 꼭 알아야 돼요,예 차주 이름까지는 확인이 되어야 합니다.
18476,아 치킨 너겟도 하나 주세요,네 그럼 총 6500원입니다
18480,아 초등학생들이 먹을 거라서 좀 순하게 해야 돼서,네 그러면 숯불에 순한 맛 하시면 됩니다
18481,아 처음 만드시는 건가요,네네네
18482,아 책임보험을 먼저 가입하고 해야 돼요  그럼 그 쪽 보험하고 그러면 상관없이 제가 그냥 보험을 따로 들여야 겠죠.,예 그렇죠. 그 비스토 차량이 이전업무하시기 미리 자동차책임보험을 그 명의 받으실 성함으로 가입하고 오셔서 전산상 이전업무를 보실 수 있으세요
18484,아 채권 구 그 대구같은 경우에는 혹시 승용차량인가요 선생님,예 저저 코란도씨요
18485,아 참 그냥 자리 바꿔도 되죠?,네 그렇게 하세요
18495,아 차량등록 등록원부를 구청에서 발급 가능하다구요,네 구청에서도 가능합니다
18496,아 차량 저당 그 해지하실려면은 우선 선생님 개인 자가용차량 맞습니까,네네
18507,아 차 번호를 확인해 주시면은 좀 더 정확하게 안내가 가능한데요 그러면은 상사에서 법인으로 이전하시는 겁니까?,네 네
