question,answer,label
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","बिलकुल!
अब किसी भी ""खान"" की फिल्म नहीं देखनी है।",No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,बिल्कुल भी ये किसान नहीं हो सकते किसानोंकी मानसिकता हत्यारी हो ही नहीं सकती।जरूर इन्हें किसानोंके बीच साजिशकर्ताओं ने प्लांट किया होगा👍👍,No
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,वो सिर्फ बोल रहा है । करने की हिम्मत नही है उसकी ।उसको वोट बैंक चाहिए ।,No
क्या आप भी मेरी तरह मानते है कि भक्त जाहिल होते है?,"नहीं, अकेले तुम ही चूतिये हो 😊",No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,आज तक 600-700 किसान मर चुके है क्या तू अब भी मानेगा ये सरकार है ये सरकार तो नहीं हो शक्ति ये तालिबान सोच बाली सरकार है,No
क्या आप कृषि बिल पर विपक्ष द्वारा उठाए जा रहे सवालों से सहमत हैं?,"हाँ,
लेकिन भांड मिडिया (प्रिंट/इलेक्ट्रानिक) के पेट मे मरोड़ जरुर उठ रहा होगा कि विपक्ष सवाल क्यू पुछ रहा है!
है न!",No
"सुदर्शन का रिपोर्टर CM के प्रेसकॉन्फरेंस में रहेगा तो हम बहिष्कार करेंगे, मेवात के कुछ पत्रकारों का प्रशासन को अल्टिमेटम... क्या यह पत्रकारिता हैं?",यह पत्रकारिता नहीं यह उन लोगो के चमचे है जो पत्रकारिता को बदनाम कर रहे है,No
क्या आप शेर कहते हैं?,"बहुत गुनाह किये पर ऐसा जुर्म कोई नहीं किया, 
तुझे चाहते थे, पर न चाह कर भी जाने दिया।",No
क्या यह सच नहीं कि अयोध्या मामले का समाधान इसलिए नहीं हो पा रहा क्यूंकि जब भी राम जन्मभूमि का मामला मा. उच्चतम न्यायालय में जाता है तो कांग्रेस अनावश्यक देरी और व्यवधान करने के लिए वकीलों की फ़ौज खड़ी कर देती है?,अगर यह बात जनता समझे लेकिन जनता है कि मानती ही नही,No
"स्मृति ईरानी, क्या आप कुछ कहेंगी मुस्लिम महिलाओं की नीलामी वाले प्रकरण में?",ये सभी बस पाकिस्तान पर बोलते हैं। अपने देश की नहीं पाकिस्तान की ज्यादा चिंता है इनको।,No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,"चम्मच no१ 
तुम्हारी पार्टी की सरकार है। तुम्हारी मर्जी।।",No
मोदी जी आपने ही अपने भाषणों से इन्हें प्रभावित किया है और प्रोत्साहित किया है। क्या आप स्वयं इसके लिये ज़िम्मेदार नहीं हैं ?," चाचा उन्हें पता है उन्हें कब क्या करना है ..
कल का ब्यान उन्हें ये बताने के लिए ही था कि मोदी गलत लोगो का साथ नही देगा",No
आरक्षण ने हिन्दू धर्म में जातिवाद को बढ़ावा दिया है क्या आप सहमत है ?,"आरक्षण ने गुलामी दूर की है 
शिक्षा का अधिकार दिया है 
वर्ना पहले शिक्षा मंदिरों घुसने के भी आजादी नही थी !🙏🙏🙏",No
"स्मृति ईरानी, क्या आप कुछ कहेंगी मुस्लिम महिलाओं की नीलामी वाले प्रकरण में?",वो है क्या अभी हमै लगा कही संन्यास न ले ली।,No
क्या आप शेर कहते हैं?,"काँच का आईना ,ही मत देखो, 
दिल के ,आईने में भी देखा करो !",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,लाक डाउन बढ़ाओ कोई दिक्कत नहीं हम जैसे सैकड़ों लोग जो यहां मुंबई में फंसे हैं उनके बारे में भी बोलो या सिर्फ सरकार की दलाली ही करोगी,No
क्या आप शेर कहते हैं?,"तारीकियों की आदत... अच्छी नहीं हैं हमदम, 
जीने को ज़िन्दगी भर.... दरकार हैं उजाले !!

-साक़िब",No
क्या आप शेर कहते हैं?,"आपस में लड़ रहे थे हवेली पे बाप की
झगड़ा नहीं मिटा दरो दीवार बिक गए",No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,गद्दारों के अच्छे दिन नही आएंगे पहले ही बता दिया था मोदी जी ने।,No
"क्या आप जानते हैं, कि राजा दशरथ जी के पिता श्री का नाम क्या था ?","नहीं, हमें बहादुर शाह ज़फ़र के बाप दादाओं का नाम पढ़ाया और परीक्षा में भी पूछा गया।
नेहरू चाचा-मौलाना- नूरुल हसन के आभार से।",No
"अभी एक ऑटो रिक्शा वाले को खचाखच सवारियाँ भरकर ले जाते देखा तो मैंने कहा, भाई आपको पता नहीं है क्या आप ऑटो रिक्शा में एक ज़्यादा सवारी नहीं बिठा सकते?",थोड़ा बचके रहना सर कहीं आप पर भी FIR न ठोक दे 😂,No
"ट्रेन की आपसी बहस में एक सख़्स ने कहा ""देश में शासक नही प्रचारक राज कर रहा है"" क्या हम प्रधान सेवक से शासक और प्रचारक के दौर में आ गये?","आप लोग अपनी फिक्र करे... 
देश और प्रधान सेवक की नही...",No
भाजपा विधायकों के साथ पंजाब में बेहद ग़लत हो रहा है . बड़े केंद्री नेताओ को पंजाब की कमान थामनी चाहिए और यहाँ आ कर माहोल ठीक करना चाहिए . क्या आप सब भाई भी सहमत हो ?,चिन्ता मत कर चुनाव हो जाने सब ठीक होगा,No
"कांवड़ियों पर फूल बरसाना, उनके पैरों पर लोशन लगाना। क्या यह 'रेवड़ी कल्चर' नहीं है?","नही ये भारतीय कल्चर है ,और ये जो ट्विटर को बता रहा है वो चमचा कल्चर है ।",No
क्या आप कल्पना कर सकते हैं कि अविनाश किसी नेता का बेटा होता और अस्पताल डेंगू के इलाज से मना करते?,"गरीबो की कही भी सुनने वाला नही
निर्धन गिरे पहाड़ से कोई न पूछे हाल,----
धनपति को काँटा लागे पूछे लोग हजार---",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,तैयार होकर बाहर मत चलै जाना वरना senitiser  के लठ तैयार है,No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,"गोदी मीडिया अभी जज बनने की जरूरत नहीं है, अनुसंधान होने के बाद में हकीकत सामने आयेंगी, जिसके हत्या की गई, उनको न्याय मिलना चाहिए!",No
यह हो सकता है कि उत्तराखंड की शिक्षिका को अनुपस्थिति के कारण पहले भी दो बार निलंबित किया गया हो। लेकिन उनसे दुर्व्यवहार करते समय क्या मुख्यमंत्री को इसकी जानकारी थी?,जनता शिक्षिका का नही आप का व्यवहार देख रही है  जो बहुत खराब था ।,No
क्या आप बेरोजगार हैं ?,ईमानदार अगर हो तो आपको कोई तकलीफ नही होनी चाहिए थी इसलिए रोजगार राजनीति में आपको ढूंढना पड़ रहा है जाहिर सी बात है,No
एक सवाल है. आपके घर जो अखबार आता है उसमें अगर हिंदू देवी देवताओं की तस्वीरें आती हैं तो क्या आप अखबार फ्रेम करवाकर रख लेते हैं?,नहीं अखबार और टीवी दोनों को हम कचड़ा मानते हैं और टीवी मे जो एंकर होता है उसको कीड़ा,No
क्या यह मॉंग अनुचित है?,भाईयों कभी कभी मुझे चिचा की बात तो समझ मे नही आता कि कहना क्या चाहते हैं....जरा उस dr वही गोरखपुर वाली के बारे में भी बता दो.....बंधुओं को,No
क्या आप शेर कहते हैं?,"पहनावा कितना ही किमती कयों ना हो
घटिया किरदार को छूपा नहीं सकता,,,",No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?",सलमान ही नही बल्कि सारे खान का बहिष्कार होगा।साथ मे एक किन्नर जोहर का भी।,No
"जिस मां ने अपने बेटों को सरहद पर लड़ते लड़ते खोया है उस मां का दर्द कोई नहीं समझ शकता। लेकिन, हम लोग सिर्फ इतना कर शकते है कि अभी जो खून गर्म है वह कुछ दिनों के बाद जब ठंडा हो जाए तब अपने आप से एक बार पूछे की क्या हम सचमुच अपने सीआरपीएफ के जवानों की तकलीफें समझने को तैयार है?",तु टुकडे टुकडे गेंग का साथीदार नही है,No
"हिंदी में ट्वीट करने से फ़ालोअर्ज़ बड़ते नहीं हे , ऐसा सुना हे ! क्या यह सही हे , यहाँ भी अंग्रेज़ी का दबदबा हे ?",फ़ॉलोअर्स बढ़ने न बढ़ने का भाषा से नही कंटेंट से लेना देना है सर।। वेसे हिंदी थोड़े न छोड़ेंगे।।,No
शराबबंदी को लेकर बिहार के मुख्यमंत्री नीतीश कुमार के कड़े रुख को व्यापक समर्थन न मिलना क्या यह बताता है कि एक बड़ी सामाजिक बुराई होने के बावजूद शराब को भारतीय समाज में स्वीकृति मिल चुकी है?,मामला व्यवहारिकता से जुड़ा है। शराबबंदी व्यवहारिक नहीं है इसलिए समर्थन नहीं मिल रहा है। इसको लेकर governance भी बहुत मजबूत नहीं है।,No
क्या आप अपने नाम का हिन्दी अर्थ जानते हैं ?,नही जी कोई बताओ। तब पता चले,No
"क्या आप ""पेट के दाँत"" ठीक करने वाले किसी  डेंटिस्ट को जानते है?","आप तो चारा चोर हैं, खा कर पादे भी नहीं, उल्टा चोर कोतवाल को डांटे।",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,100000% जो लिख रहे हैं नही उन को USA ओर इटिली का हॉल मालूम नही होगा।,No
क्या आप शेर कहते हैं?,"अगर हर राह आसां होती मंज़िल पाने को,
तो लोग यूँ रो नहीं रहे होते मुस्कुराने को!!
~सुभाष",No
"दिन रात कांग्रेस के लिए मेहनत कर के जिन कार्यकर्ताओं ने सदस्यता अभियान चलाया उन्हें बाहर करने की साजिश चल रही है, क्या यह न्याय है?",जिन्होंने कांग्रेस को तोड़ने की साजिश रची उसे भी अब तक पार्टी से बाहर नहीं किया गया ये भी न्याय नहीं,No
क्या आप शेर कहते हैं?,"एक ज़िद दोनों को बर्बाद कर गयी,,
उसे हमारा होना नहीं था... और हमें उसे खोना नहीं था...!!",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,मैडम जी जो लोग घर जाना चाहते है उनको चेक करके घर भेजा जाए फिर आप जितना lockdown करना है करो फिर कोई नहीं पूछेगा इतना ही चाहते है,No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","सिनेमा घरों में लगने ही नहीं देंगे
If you agree 👉 retweet",No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","अवश्य,, सिर्फ ""कभी ईद कभी दिवाली"" फिल्म का ही नहीं इन खान भङवों की आने वाली सारी फिल्मों का बहिष्कार होगा !👍👍",No
सुबह से सौ करोड़ वैक्सीन का ड्रम पीट रहे हैं. किसी दूसरे देश के लोगों पर एहसान किया है क्या?,ड्रम पिटाई करने के साथ यह भी बताया जाए कि पैसा तो लोगों ने ही दिया है.. इंधन टॅक्स से vaccine लगाया है.. मुफ़्त में नहीं.. चोर सरकार..,No
सुप्रभात।  डॉ हेडगेवार ऐसे पथिक थे जो स्वयं पथ बन गए। यही संकल्पना मनुष्य की सार्थकता होती है।  क्या हम पथिक से पथ बन पाएंगे ?,मुझे हेडगेवार जी से ज्यादा व्यावहारिक गुरुजी लगते हैं । उनकी विचार नवनीत। पर आप लोग उनका जिक्र भी नहीं करते,No
शराबबंदी को लेकर बिहार के मुख्यमंत्री नीतीश कुमार के कड़े रुख को व्यापक समर्थन न मिलना क्या यह बताता है कि एक बड़ी सामाजिक बुराई होने के बावजूद शराब को भारतीय समाज में स्वीकृति मिल चुकी है?,शराब तो बन्द होनी चाहिए । यदि जनता शराब बन्दी नहीं चाहती तो राजनीति छोड़ देनी चाहिए,No
"लालू प्रसाद जी को बिहार की नहीं बल्कि अपने ""परिवार"" की चिंता रहती है. उनके लिए यादव सिर्फ ""वोट"" भर है. क्या आप इस बात से सहमत हैं ?",सात जन्म में भी लालू जी जैसे नहीं बन सकते आप,No
क्या आप जानते हैं इस समय दिल्ली एनसीआर की सबसे बड़ी समस्या क्या है?,"बिल्क़ुल सही...और ये अभी ध्यान देते नहीं और कुछ समय डेंगू , मलेरिया, चिकन गुनिया की हाय हाय मचती है",No
सुप्रीम कोर्ट ने नियम को ताक पर रखकर दो लोगों की ख़ुदकुशी के अपराधी अर्नब गोस्वामी को बेल दे दिया ।क्या यह SC का आत्म समर्पण नही है?,"आत्मसमर्पण नहीं मजबूरी है,  क्यूंकि घर भी तो चलाना है।  लाखों की बाइक का शौक है जो रिटायरमेंट के बाद पूरा होगा।",No
दिल्ली में क्या आप का मेयर बनेगा?,हमारा तो नहीं बनेगा….आप का बनेगा क्या पंत साहब🤣🤣,No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?","गद्दार हिंदू होगा जो बहिष्कार नहीं करेंगे
 हर हर महादेव🙏🙏🙏",No
क्या आप सब तैयार हैं लॉकडाउन की अवधि बढ़ाने को लेकर?,सब के पास हराम की कमाई नहीं है तुम्हारी तरह सब चाट कर नहीं कमाते area के हिसाब से लाक्डाउन करो जहाँ पेसेंट ज़्यादा है ok,No
क्या हम टैक्स देना बंद कर दे?,नेकी के काम में देरी नहीं करनी चाहिए ।।,No
क्या हम टैक्स देना बंद कर दे?,तेरे जैसे पाकिस्तानियों का टैक्स चाहिए भी नही री ताड़का,No
"हिंदी में ट्वीट करने से फ़ालोअर्ज़ बड़ते नहीं हे , ऐसा सुना हे ! क्या यह सही हे , यहाँ भी अंग्रेज़ी का दबदबा हे ?",ऐसा कुछ नहीं है । और नहीं बढ़ेगा तो ना बड़े । हिंदी थोड़ी छोड़ेंगे!,No
क्या यह सच नहीं कि अयोध्या मामले का समाधान इसलिए नहीं हो पा रहा क्यूंकि जब भी राम जन्मभूमि का मामला मा. उच्चतम न्यायालय में जाता है तो कांग्रेस अनावश्यक देरी और व्यवधान करने के लिए वकीलों की फ़ौज खड़ी कर देती है?,69000 शिक्षक भर्ती नही तो वोट क्यों,No
मोदीजी देश की जनता आपसे राफ़ेल विमान का मूल्य पूछ रही है। जनता खरीदारी का बिल मांग रही है लेकिन आपतो बिल दिखाने के बजाए जनता को नये-नये बहाने सुना रहे हो। जबकि सरकार को जनता से हर खरीदारी का बिल चाहिए होता है क्या आप राफे़ल बिना बिल के लाये हो?,"हम बिल चुपाए तो tax चोरी 
और आप नहीं  बताए तो जी हुजूरी।

Save democracy",No
क्या यह सच नही है कि कैथोलिक मिशन जिसका नेतृत्व पोप के पास है घोर नैतिक संकट moral crisis से गुज़र रहा है ?,"क्या ऐ बात सच नहीं है कि मुस्लिमो से ज्यादा ये घोर विरोधी हिन्दुओं के हैं।
बिरोध कौन करता है
जिसका आधार नहीं।",No
दिल्ली में क्या आप का मेयर बनेगा?,कांग्रेस का बना दो हम कुछ नही कहेंगे,No
क्या आप शेर कहते हैं?,"कुछ तल्खियाँ जरूरी हैं, रिश्तों के वास्ते
बहुत चिकने फर्श की ,पकड़ अच्छी नहीं होती
©Kartikeya srivastava.",No
अब मोदी सरकार मंदिरों मठों की भी काले धन की जॉंच करवायेगी। अब क्या हम मंदिरों में Paytm से दान पेटी में चड़ोतरी चड़ायेंगे?,"भगवान को तुम कुछ दे पाओ तुम्हारी औकात नहीं।
तुम मंदिर के बाहर बैठ कर लोगों के जुटे संभाल कर पापों का प्रायश्चित करो",No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,नहीं जायेंगे और लोगों को भी प्रेरित करें,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,देखने क्या उस फिल्म का पोस्टर तक हमे मंजूर नही कसम खुदा की राम जी तो अमर है ऐसी गंदी फिल्म के लिए उनकी कसम नही खायेंगे,No
लाउडस्पीकर के जवाब में मस्जिदों के सामने हनुमान चालीसा पढ़ने के राज ठाकरे के एलान से क्या आप सहमत हैं?,हमे नेता ऐसा ही चाहिए।सेक्युलरिजम की सेवैया खिलानेवाला नही।,No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,नहीं आपको फेयर एंड लवली देंगे. जैसा सवाल वैसा जवाब लीजिए,No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?",में तो कभी खान लोगोकी एडवरटाइजमेंट नहीं देखता फिल्म तो बहुत दूर की बात है,No
भाजपा के राष्ट्रीय अध्यक्ष श्री अमित शाह जी की रैली के लिए पहले मालदा में हेलीकॉप्टर लैंडिंग में अड़चन पैदा की गई और अब झारग्राम में भी हेलिकॉप्टर उतारने की अनुमति नही दी गयी है। क्या यह पश्चिम बंगाल सरकार के तानाशाही रवैय्ये को नहीं दर्शाता है?,ममता में ममता नाम की कोई चीज़ ही नहीं है वो तानाशाह का ऐसा ज्वलंत उदहारण है जो पूरे देश में नहीं मिलेगा ।,No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?","नहीं, ये तो इंसानो के लिए है सूअरो के लिए कब आएगा",No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,बैंडिड क्वीन के बाद कोई फ़िल्म नही देखी ...,No
उमा भारती जी को आमंत्रित नही किया तो कहा कि राम भाजपा की बपौती नही है। क्या आप इतने भोली थीं की समझी नही कि बाबरी मस्जिद गिराने & वोट तक आपका उपयोग किया जाएगा।पिछड़ों का धर्म सेवा करना वो आपने किया और क्या चाहिए ?,आरक्षण की पैदाइश हिन्दू होकर तू आज भी खुश नही हुआ चुल्लू भर भी ज्यादा है तेरे लिए अभी बरनोल लगा ले फिर बाद में मूव लगाना,No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,"भोसड़ी के तूने अपना नेता केजरीवाल को चुना है,
तेरे तो अच्छे दिन आ ही नही सकते 🐃🐃😂😂😂",No
प्रधानमंत्री जी अगर हम आपको गुलदस्ते की जगह किताब दे तो क्या आप हमें अच्छे दिन दे देंगे ?,महानुभाव पहले कजरी को रायता तो दे दो ताकि हर उस जगह  फैला सके जहां अभी तक नही फैला पाया है,No
क्या यह सच नहीं कि अयोध्या मामले का समाधान इसलिए नहीं हो पा रहा क्यूंकि जब भी राम जन्मभूमि का मामला मा. उच्चतम न्यायालय में जाता है तो कांग्रेस अनावश्यक देरी और व्यवधान करने के लिए वकीलों की फ़ौज खड़ी कर देती है?,नहीं ये पुर्ण रूप से सच नहीं है इसमें आप लोगों की बहुत बड़ी कमी है,No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,ये किसान नही गुंडे ह जो राजनीतिक पार्टियों के लिए आंदोलन कर रहे ह असली किसान अपने खेतों म मेहनत कर रहा ह,No
सिंघु बॉर्डर पर एक युवक का पहले हाथ काटा गया फिर उसकी बेरहमी से हत्या कर दी गई। इन तस्वीर को देखने के बाद क्या आप अब भी मानेंगे कि ये  किसान हैं?,किसान नही लेकिन बीजेपी के आदमी या कार्यकर्ता हो सकते हैं।,No
क्या यह महेंद्र सिंह धोनी का आखिरी सीजन होगा?,जो पैसे दे रहा है उसको दिक्कत नही है तो तुम्हे क्यों आग लग रही है,No
क्या आप भी मेरी तरह मानते है कि भक्त जाहिल होते है?,नहीं मेरा मानना है तुम्हारे जैसे ट्वीट करने वाले होते है. तुम जैसे जाहिल की वजहों से ही देश में महामारी फैली है,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,बीफ खाने वाले की मूवी देखने जाऊ कोई चांस नहीं,No
क्या आप बेरोजगार हैं ?,बेरोजगार हैं तभी न आप के ट्वीट को पढ़ रहे हैं,No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",बिल्कुल करते हैं। योगी जी महाराज कभी गलत फैसले लेते ही नहीं!!🚩🚩🚩🙏🙏🙏,No
क्या आप कल्पना कर सकते हैं कि अविनाश किसी नेता का बेटा होता और अस्पताल डेंगू के इलाज से मना करते?,"ऐसे बहुत पड़े है मैडम जो इलाज की कमी से मर रहे है,जहां आप की नाजर नही पड़ सकती वजह आप समझ सकती है",No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,कभी नहीं गौ भक्षक की मूवी नहीं देखेंगें,No
"क्या आप भी  'योगी सरकार""  की जनसंख्या नीति का समर्थन करते है ?",जी बिल्कुल और करना भी चाहिए। जनसंख्या नियंत्रण से प्रदेश की ही नही बल्कि देश की भी स्थिति मैं भी सुधार हो जायेगा।,No
"क्या आप जानते हैं ""ज़ुल्फ़"" किसे कहते हैं?",साढ़ू के लिए ज़ुल्फ़ नही हमज़ुल्फ़ शब्द का प्रयोग किया जाता है।,No
"सलमान_खान की अगली फ़िल्म ""कभी ईद कभी दिवाली” आ रही है, क्या आप बहिष्कार करेंगे?",बिल्कुल भी नही।   मैं खुद हर दिन ईद हर दिन दीवाली  मानने वाला हूँ।। आप भी सपरिवार देखिएगा।,No
सुप्रीम कोर्ट ने नियम को ताक पर रखकर दो लोगों की ख़ुदकुशी के अपराधी अर्नब गोस्वामी को बेल दे दिया ।क्या यह SC का आत्म समर्पण नही है?,"गुलाम जी यदि नियम कानून ज्यादा देखे जाते तो आपके मालिक का परिवार ""जमानती परिवार"" न होकर  ""तिहाड़ी परिवार"" होता😂",No
क्या आप शेर कहते हैं?,"सर्द रात में भी मखमली बिस्तर पर उसे नींद नहीं आई
पथरीली चुभन शायद उसके जीवन की रूपरेखा बन गई थी भाई",No
क्या आप बेरोजगार हैं ?,"ना भईया कौन कह दिया अमृतकाल में कोई बेरोजगार नही 🤩
हम पराठा पर भी 18% GST देते है ।
हर हर मोदी घर घर मोदी 🏋️🏋️🏋️",No
"एक नीच सोच वाले ओबीसी ने अपनी बच्ची की पढ़ाई के लिए लैपटॉप ख़रीदकर नहीं दिया और आगे बढ़कर मंदिर के लिए चंदा दे आया, जहां उसके पैसे पर पलने वाला तोंदियल पुजारी भगवान से मन ही मन प्रार्थना करेगा कि किसी तरह से ओबीसी आरक्षण ख़त्म हो। क्या आप उस ओबीसी को लानत भेजना चाहेंगे?","एक तो तू पैसा दे नहीं रहा और जो दे रहें हैं उनसे तेरी जल रहीं हैं।
अबे नीच सोच का तो तू हैं।",No
क्या आप कल्पना कर सकते हैं कि अविनाश किसी नेता का बेटा होता और अस्पताल डेंगू के इलाज से मना करते?,केजरीवाल सरकार दिल्ली में व्यवस्था में सुधार के बजाय केंद्र सरकार के खिलाफ प्रदर्शन करेंगे तो हालात में सुधार नहीं हो सकता,No
मैगी बनाने में बहुत मेहनत लगेगा इसलिए दूध-कौर्नफ़्लेक्स खा लिया डिनर में। क्या आप इससे ज़्यादा आलसी हैं?,मैं तो कॉर्नफ़्लेक्स भी नहीं डालता क्यूंकी चबाना ना पड़े ।,No
"बिहार के चुनाव परिणाम के बाद अब आप एक नया बिहार देखेंगे, क्या आप सहमत हैं ?",Mam बिहार ही नहीं हमें नया भारत भी देखना है।,No
आरक्षण ने हिन्दू धर्म में जातिवाद को बढ़ावा दिया है क्या आप सहमत है ?,जब तक जाति ख़त्म नहीं होगी तब तक जाति आधारित आरक्षण रहेगा,No
दिल्ली में क्या आप का मेयर बनेगा?,"BJP को MCD में मेयर बनाने के लिए अग्रिम बधाई,अगर ऐसा नही हुआ तो पैसे से विश्वास ही उठ जायेगा",No
क्या आप भी मेरी तरह मानते है कि भक्त जाहिल होते है?,हर भक्त तुम्हारी तरह जाहिल ही हो ज़रूरी नहीं !,No
शराबबंदी को लेकर बिहार के मुख्यमंत्री नीतीश कुमार के कड़े रुख को व्यापक समर्थन न मिलना क्या यह बताता है कि एक बड़ी सामाजिक बुराई होने के बावजूद शराब को भारतीय समाज में स्वीकृति मिल चुकी है?,ये आम जनमानस का समर्थन नहीं । प्रशासन की मिलीभगत के कारण ये निर्णय विफल हुआ हैं ।,No
क्या आप ब्रह्मास्त्र देखने जाएंगे ?,"बिल्कुल नही,हिन्दू धर्म को अपमानित करने वालों का बस बॉयकॉट ही सफल इलाज है 🚩🇮🇳👍",No
क्या यह चुनावी नतीजे 'सामाजिक न्याय की राजनीति' का अंत है ?,नहीं ...यह जातिवादी राजनीति का अंत है ।,No
शराबबंदी को लेकर बिहार के मुख्यमंत्री नीतीश कुमार के कड़े रुख को व्यापक समर्थन न मिलना क्या यह बताता है कि एक बड़ी सामाजिक बुराई होने के बावजूद शराब को भारतीय समाज में स्वीकृति मिल चुकी है?,"सर आप जमीनी हकीकत से कोसों दूर है,
सिर्फ शब्दों से नहीं कार्य भी करने होते हैं।",No
क्या आप अपने नाम का हिन्दी अर्थ जानते हैं ?,वैरे मैं अपने नाम का अर्थ जानता हूँ फिर भी आपसे जानना चाहता हूँ कि मैं सही जानता हूँ या नहीं...'शैलेश' का अर्थ बताएँ..,No
